Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994937
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.73589264143021
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488073
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.85536994650215
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.24266766473113
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.38502219616436
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.56056497077722
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.56175400354476
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.78585097815426
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698923
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.77361896852636
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.71467628332167
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863725
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.20199615360343
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605347
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112725
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125193
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.49304710208094
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.26239936468434
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969633
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277452
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936663
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.49338538510452
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.44200182010414
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.76246932604701
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241989
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.69920213131519
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943258
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812375
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.84150331304255
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.95522562926732
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394217
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.11329573964892
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.00888586073415
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.30601206640824
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.30710676256516
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162907
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.54301971048153
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.28537076152844
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.15587758232147
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.64692809302676
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424487
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.58177445441441
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.00576542458884
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.22982195105925
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.25091359186484
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.84302012030327
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.17901322228107
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.20929197567284
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.68037544392655
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.24304354274079
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.449538186289914
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097
